title,price,price_unit,area,area_unit,district,city,bedroom,bathroom,news_type,posted_date,expired_date,seller,total_posts,url,zalo_url
"Cho thuê phòng full nội thất  Phùng Khoang, ngay Lương Thế Vinh | 5 triệu/tháng",5.2,triệu/tháng,22,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,VNROOM cho thuê phòng hà nội UY TÍN,11,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-to-huu-phuong-trung-van-prj-khu-do-thi-moi-phung-khoang/cho-full-noi-that-ngay-luong-the-vinh-5-trieu-thang-pr44827411,https://zalo.me/xDXeW8Q7bdwrhxoQdakE1k4XGrNAU8iZGzBiI76cywalGAzi270
"KHAI TRƯƠNG NHÀ MỚI 100%  STUDIO BAN CÔNG, MÁY GIẶT RIÊNG  GẦN VINCOM PHẠM NGỌC THẠCH",5.8,triệu/tháng,30,m²,Đống Đa,Hà Nội,,, thường,2025-12-17,2026-01-16,VNROOM cho thuê phòng hà nội UY TÍN,11,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dong-tac-phuong-kim-lien/khai-truong-moi-100-studio-ban-cong-may-giat-rieng-gan-vincom-pham-ngoc-thach-pr44827458,https://zalo.me/C4fJCO2peu13a1TKTOog_GkToU0l4CQQeJD1IX_51gE0GInISRE
"Cho thuê phòng mới tinh 100%  Mai Dịch, Cầu Giấy | Giá chỉ 4.8 triệu/tháng",4.8,triệu/tháng,20,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-17,2026-01-16,VNROOM cho thuê phòng hà nội UY TÍN,11,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-mai-dich/cho-moi-tinh-100-cau-giay-gia-chi-4-8-trieu-thang-pr44827484,https://zalo.me/tvgPeym5_nfyfhkHrojs1rwjjHiG7A_natgY0i1QeXe07z_54ts
"Cho thuê phòng ban công mặt tiền  Mai Dịch, Cầu Giấy | 5.5 triệu/tháng",5.4,triệu/tháng,22,m²,Cầu Giấy,Hà Nội,,, thường,2025-12-17,2026-01-16,VNROOM cho thuê phòng hà nội UY TÍN,11,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-mai-dich/cho-ban-cong-mat-tien-cau-giay-5-5-trieu-thang-pr44827500,https://zalo.me/oC06sp--4DCUCpuiTtpEWv1-vtq6TtifsfWqOc77KZ216pCFKO0
CCMN MỸ ĐÌNH  STUDIO BAN CÔNG TO  THANG MÁY  Ở 34 NGƯỜI,4.99,triệu/tháng,30,m²,Nam Từ Liêm,Hà Nội,,, thường,2025-12-17,2026-01-16,Hương CCMN uy tín Hà Nội,33,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-duc-tho-phuong-my-dinh-2/ccmn-studio-ban-cong-to-thang-may-o-34-nguoi-pr44827614,https://zalo.me/GXEsNlwrOfSN05MtMqoGCSDVSFuM0u-vbEJXHvjS4GAuV0ZLf8c
"Cho thuê phòng mới tinh tại Chùa Bộc - Đông Tác Đống Đa, full đồ máy giặt riêng",5.3,triệu/tháng,27,m²,Đống Đa,Hà Nội,,, thường,2025-12-17,2026-01-16,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dong-tac-phuong-phuong-mai/cho-moi-tinh-tai-chua-boc-da-full-do-may-giat-rieng-pr44827640,https://zalo.me/2qMzjiz_7VqQHTSz9iw3Y8ynpyA0MMyPzTIQFWrRh6ohB4OmcUs
"Cho thuê phòng trọ giá rẻ tại khu Tôn Thất Tùng, Đống Đa, nhà mới đủ đồ",5.0,triệu/tháng,27,m²,Đống Đa,Hà Nội,,, thường,2025-12-17,2026-01-16,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ton-that-tung-phuong-khuong-thuong/cho-gia-re-tai-khu-dong-da-moi-du-do-pr44827670,https://zalo.me/1CR1hqmse3uIwK6Is_PG163IX0DeoJ78EZoHb3b1F3kgRJyjxc8
PHÒNG MAI DỊCH NHÀ MỚI TINH Ô TÔ ĐỖ CỬA MÁY GIẶT SẤY RIÊNG,4.8,triệu/tháng,22,m²,Cầu Giấy,Hà Nội,,, thường,2025-12-17,2026-01-16,Hương CCMN uy tín Hà Nội,33,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-mai-dich-phuong-mai-dich/-moi-tinh-o-to-do-cua-may-giat-say-rieng-pr44827694,https://zalo.me/Hza1pdg7rfaTOGprK9X8m36t2Y5z-E9lYvrDOkpL0BbM1LuDf5c
"Homestay giường tầng chỉ 1.500k/tháng full tiện ích: Phòng ngủ vskk, phòng ăn, P đọc sách, khu phơi",1.5,triệu/tháng,30,m²,Cầu Giấy,Hà Nội,,, thường,2025-12-17,2026-01-16,Nguyentam,16,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-duy-hung-phuong-trung-hoa-4/hot-homestay-chi-1-5tr-slot-full-tien-ich-ngu-an-doc-sach-khu-phoi-do-pr40134371,https://zalo.me/0KJLcnhvUJfq79EEMWoV5kyLJrGfbL2ovu_xSDpRO3s9vlFmIeY
"Cho thuê phòng full đồ nhà mới tại Phạm Ngọc Thạch, Đống Đa vào ở được ngay",5.0,triệu/tháng,27,m²,Đống Đa,Hà Nội,,, thường,2025-12-18,2026-01-17,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dong-tac-phuong-phuong-lien-trung-tu/cho-full-do-moi-tai-pham-ngoc-thach-da-vao-o-duoc-ngay-pr44827701,https://zalo.me/HJrEcv0TNAdJNe0xa37mgX4yiFwrUfNbU8lGBYjW5q7xMbwEnVU
Phòng Mai Dịch ban công mặt tiền nhà mới tinh ô tô đỗ cửa,5.5,triệu/tháng,22,m²,Cầu Giấy,Hà Nội,,, thường,2025-12-18,2026-01-17,Hương Ccmn Uy Tín Hà Nội,33,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-mai-dich-phuong-mai-dich/-ban-cong-mat-tien-moi-tinh-o-to-do-cua-pr44827710,https://zalo.me/PMVwty7HXqitoNfZHj0hUAb4uvdcoL7oconOrnmeh4a3Mrnus14
Cho thuê phòng full đồ ngõ 290 Kim Mã FREE 3 tháng phí dịch vụ,4.2,triệu/tháng,20,m²,Ba Đình,Hà Nội,1,1, thường,2025-12-18,2026-01-17,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-kim-ma-phuong-doi-can/cho-full-do-ngo-290-ma-pr42873517,https://zalo.me/zutoN2r3R8pyahmsm3QXan7Dka9SDG9R-E65jJ9DtquVl_aF-j4
"Cho thuê 3 phòng trọ 20m2 khép kín không khí thoáng mát, an ninh đảm bảo giá 1.000.000/tháng",,,20,m²,Long Biên,Hà Nội,,, thường,2025-12-18,2026-01-17,Anh Dũng,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ngo-gia-tu-phuong-duc-giang-2/cho-2-30m2-khep-kin-khong-khi-thoang-mat-an-ninh-dam-bao-950-000-thang-pr42930197,https://zalo.me/LoE2xIqr0X9BfcMrXZLx2wkaHNmPnFjd0YkLLnSLodYW9NonCKE
"CHDV Studio 30m² Trần Bình Có thang máy, ban công, ở ngay",4.3,triệu/tháng,30,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-18,2026-01-17,Hoàng Năng Đạt,39,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-tran-binh-phuong-mai-dich/chdv-studio-30m-co-thang-may-ban-cong-o-ngay-pr44831093,https://zalo.me/ahiujekg78s66_njokzri1zCCPdbgDcaKGDOq9A9PNR39rM-ze4
"Phòng studio mới xây 406 Hồ Tùng Mậu gần ga tàu, giá chỉ 3,9 triệu",3.9,triệu/tháng,25,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-18,2026-01-17,Hoàng Năng Đạt,39,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ho-tung-mau-phuong-mai-dich/-studio-moi-xay-406-gan-ga-tau-gia-chi-3-9-trieu-pr44832199,https://zalo.me/wGuaWmsFyjxcPAwrzqmjF3OYcAagFV5PSLHOkqti3dK8FoUE7OI
STUDIO ĐƯỜNG LÁNG GIÁ CHỈ TỪ 4TR8,4.8,triệu/tháng,30,m²,Đống Đa,Hà Nội,,, thường,2025-12-17,2026-01-16,Trần Vũ Duy,13,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lang-phuong-lang-thuong/studio-gia-chi-tu-4tr8-pr44827029,https://zalo.me/Lxpfa65BMYPt6K4QfScLe_oAT0Jlj9QOKmL-y7e8pqyGBzNtEtY
"Chính chủ cho sinh viên Đại Nam thuê tầng 1 thông thoáng gần đường lớn giá 1,5 triệu/ tháng",1.5,triệu/tháng,30,m²,Thanh Oai,Hà Nội,1,, thường,2025-12-17,2026-01-16,Đỗ Thu Hồng,7,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-21b-xa-bich-hoa/chinh-chu-cho-sinh-vien-dai-nam-tang-1-thong-thoang-gan-lon-gia-1-5-trieu-thang-pr44827021,https://zalo.me/h-hIiNzxWC2g4PMan4PzjqZvZQH1TtCVaDIdom2j5hBmFWSJDHg
Cho thuê phòng studio và 1 ngủ 1 khách mới tại Nguyễn Văn Huyên - Cầu Giấy giá chỉ 5tr2/tháng,5.2,triệu/tháng,30,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Ong Thế Tuấn,29,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-van-huyen-phuong-dich-vong/cho-studio-va-1-ngu-1-khach-moi-tai-cau-giay-gia-chi-5tr2-thang-pr44825809,https://zalo.me/JkLHJV3njdYhpgyKcTTmK3DMqnJiVQcrZfyIXOMeJtmFh0vbNPU
"Phòng trọ tại số 3 ngõ 302/6 Láng, 6,3 triệu, 23m2, giá cực chất",6.3,triệu/tháng,23,m²,Đống Đa,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Quang Huy,34,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lang-phuong-lang-ha/cho-cc-mini-tai-so-3-ngo-302-6-6-3-trieu-23m2-gia-cuc-chat-pr44820078,https://zalo.me/z8srQDUMUqZ4vYtAaOs2O2e4AjECG0eDE66NTlbKu4osrVUCorE
"Cho thuê phòng gác xép 29 Dịch Vọng Cầu Giấy | 30m² | 4,3 triệu",4.3,triệu/tháng,30,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Hoàng Năng Đạt,39,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dich-vong-phuong-dich-vong/cho-gac-xep-29-cau-giay-30m-4-3-trieu-pr44822625,https://zalo.me/KQZt_QAmUqKRdFRF-qEv8sgIww6VokuE8L9nsa8LVfrLTQMAgTI
Phòng đẹp 30m² Ô tô đỗ cửa Trần Quốc Hoàn Giá tốt chỉ 5.3 triệu/tháng,5.3,triệu/tháng,30,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Hoàng Năng Đạt,39,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-tran-quoc-hoan-phuong-dich-vong-hau/-dep-30m-o-to-do-cua-gia-tot-chi-5-3-trieu-thang-pr44786225,https://zalo.me/K1KRbRiy5p7tCephFScKSqJ9OQ2QyA3qBwigp2Xm2kgJALGRbPI
Cho thuê phòng studio full đồ tại Mỹ Đình chỉ 4tr1/th,4.1,triệu/tháng,25,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Hạ Vy,46,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-my-dinh-phuong-my-dinh-2/cho-studio-full-do-tai-chi-4tr1-th-pr44824413,https://zalo.me/LdAEVVzVBJ-EC7xvHVKaArBrRSsqvMKpiy-76ehPAZKKuYFJVVk
"Cho thuê nhà trọ 25m2, 3,2 triệu, đường Trịnh Văn Bô, Phương Canh, Nam Từ Liêm, gần đường 422B",3.2,triệu/tháng,25,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Thùy Dùng,24,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-trinh-van-bo-phuong-phuong-canh/cho-25m2-3-2-trieu-nam-tu-liem-gan-422b-pr43101087,https://zalo.me/q014OWyx1RvxPPiHeZJ1mhKw50Qm_tXvOSEtzUZbGdV9xl0y1n4
"Cho thuê nhà trọ 1PN tại 32 Đỗ Đức Dục, 2,5tr, DT 25m2, giá siêu hời điều hòa nóng lạnh máy giặt",2.5,triệu/tháng,25,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Thùy Dùng,24,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-do-duc-duc-phuong-me-tri/cho-1pn-tai-32-2-5tr-dt-25m2-gia-sieu-hoi-dieu-hoa-nong-lanh-may-giat-pr43364066,https://zalo.me/aMKJZlMEebDMABF4dPK8PfkpJRqJhe6htV9H8X_EQRA1B9JF0F4
"Cho thuê nhà trọ diện tích 30m2, giá 3,4 triệu Đường Yên Xá, Tân Triều, Thanh Trì, Hà Nội khép kín",3.4,triệu/tháng,30,m²,Thanh Trì,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Huy Sơn1686,20,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-yen-xa-xa-tan-trieu/cho-dien-tich-30m2-gia-3-4-thanh-tri-ha-noi-khep-kin-pr43113171,https://zalo.me/fUIGvQYGelg_GKpqx8LinpXWfcXcul7syZPQGqzXECSXxp2tSqY
"Chính chủ cho thuê gấp phòng trọ 25m2, ngõ 29 Trịnh Văn Bô, Xuân Phương, Nam Từ Liêm, Hà Nội",3.2,triệu/tháng,25,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Thùy Dung,20,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-trinh-van-bo-phuong-xuan-phuong/chinh-chu-cho-gap-25m2-ngo-29-nam-tu-liem-ha-noi-pr43371452,https://zalo.me/H3_9YItW2h09n6owc8lBW6kljpm3hsD-EEArZCXzCfToY2Z9Sp8
"Cho thuê phòng trọ giá cực chất tại Đường Phúc Diễn, Phường Phúc Diễn, Bắc Từ Liêm, giá 2,5 triệu",2.5,triệu/tháng,20,m²,Bắc Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Thùy Dung,20,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phuc-dien-phuong-phuc-dien/cho-gia-cuc-chat-tai-bac-tu-liem-gia-2-5-trieu-pr43123245,https://zalo.me/n0bm3Y_VBK61xrl36tmCqWsyubhvHEFmlGcOzMV9hQYl_tes6eA
"Cho thuê nhà trọ siêu hot ở Thú Y Hoài Đức, 2,9 triệu, 45m2, 1PN, 1WC, 4 tầng, mặt tiền 5m",2.9,triệu/tháng,45,m²,Hoài Đức,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Thuy Dung,20,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-thu-y-xa-kim-chung-1/cho-sieu-hot-o-hoai-duc-2-9-trieu-45m2-1pn-1wc-4-tang-mat-tien-5m-pr43377395,https://zalo.me/Lln3fxIZiCvczTXVHLJJ0dbg2FkT2fZ3eU2s8FoIroNf_QAW8hY
"Cho thuê nhà trọ 1PN + 1WC tại ngõ 205 Xuân Đỉnh, 2,4 triệu, 20m2, giá cực chất gần công viên",2.4,triệu/tháng,20,m²,Bắc Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Huy Sơn,19,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-xuan-dinh-phuong-xuan-dinh/cho-1pn-1wc-tai-ngo-205-2-4-trieu-20m2-gia-cuc-chat-gan-cong-vien-pr43363430,https://zalo.me/PY8BFRubtMhNPP5EltLgn34huYL46XcSzMgQo-uFKR1dtQ4ezb4
"Cho thuê trọ tại Phạm Tuấn Tài, 1,3 triệu, 8m2 Phòng đơn ở 1 người giường đệm, máy giặt điều hòa đủ",1.3,triệu/tháng,8,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Huy Sơn,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-pham-tuan-tai-phuong-nghia-do-1/cho-1-3-trieu-8m2-don-o-1-nguoi-giuong-dem-may-giat-dieu-hoa-du-pr43363201,https://zalo.me/dCt6WZypJv0aenu4aQrV2PitWVLpibm8O2KgEWVU7iA720TXEaw
"Cho thuê nhà trọ 1PN, 1VS, 25m2, giá ưu đãi tại ngõ 324 Trịnh Văn Bô, Nam Từ Liêm, Hà Nội ngõ 29",3.3,triệu/tháng,25,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Huy Sơn,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-trinh-van-bo-phuong-xuan-phuong/cho-1pn-1vs-25m2-gia-uu-dai-2-5-trieu-tai-ngo-324-nam-tu-liem-ha-noi-pr43363247,https://zalo.me/p378xwgLNtfLXQv3RVUjr4xju9R0OD6MK1V1mHNILnXbK_rq2wM
"Cho thuê phòng trọ Ngõ 100 Trần Duy Hưng phòng 501 khép kín điều hòa nóng lạnh máy giặt giá 4,3 tr",4.3,triệu/tháng,30,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Huy Sơn,16,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-duy-hung-phuong-trung-hoa-4/cho-ngo-100-501-khep-kin-dieu-nong-lanh-may-giat-gia-4-3-tr-pr43051565,https://zalo.me/UomN_4N81U1fNm_urem1ooxxCpQ0vgDUnnJHf_NT17wFfeqagB8
Cho thuê phòng ngõ 205 Xuân Đỉnh điều hòa nóng lạnh máy giặt đầy đủ ở 2 bạn giá 2.4 triệu/tháng VSC,2.4,triệu/tháng,20,m²,Bắc Từ Liêm,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Huy Sơn,16,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-xuan-dinh-phuong-xuan-dinh/cho-ngo-205-dieu-hoa-nong-lanh-may-giat-day-du-o-2-ban-gia-2-4-trieu-thang-vsc-pr43051479,https://zalo.me/C_p3RnXOVOU21UatphjKasrTX6mSDPpDfcQiO07paIbRfvSdP_U
Cho thuê phòng ngõ 87 Yên Xá Tân Triều khép kín điều hòa nóng lạnh máy giặt đầy đủ có thang máy,3.4,triệu/tháng,30,m²,Thanh Trì,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Sơn,21,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-yen-xa-xa-tan-trieu/cho-ngo-87-khep-kin-dieu-hoa-nong-lanh-may-giat-day-du-co-thang-may-pr43331335,https://zalo.me/TTvCkgoYXpHGMN18RBvbZwbgc_9Bqs7z5a8FEAFwtpo8peTs8rQ
Chính chủ cho thuê phòng trọ tại Phố Khâm Thiên ô ô đỗ cửa khép kín đầy đủ tiện nghi giá 5 triệu,5.0,triệu/tháng,45,m²,Đống Đa,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Sơn,21,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-kham-thien-phuong-kham-thien/chinh-chu-cho-tai-oto-do-cua-khep-kin-day-du-tien-nghi-gia-5-trieu-pr43066660,https://zalo.me/n2GwNDieAcjmcZiGh1TexygRWm653-IUoPr58u-R2TEs5vu0MyY
"Cho thuê Nhà trọ 30m2, 6,5 triệu, tại 89 Phan Kế Bính, Cống Vị, Ba Đình, Hà Nội",6.5,triệu/tháng,30,m²,Ba Đình,Hà Nội,,, thường,2025-12-17,2026-01-16,Hưởng Hưởng,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-ke-binh-phuong-cong-vi/cho-30m2-6-5-trieu-tai-89-ba-dinh-ha-noi-pr44823430,https://zalo.me/5TiZpMS7rhde6ZwMUBVvWVFJ7XBg2eCh1XruLULH4vz_vavV8Vc
"Cho thuê phòng 48m2 1PN 1PK full đồ Tư Đình giá chỉ 4,3 tr/th: LH",4.3,triệu/m²,48,m²,Long Biên,Hà Nội,1,1, thường,2025-12-17,2026-01-16,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tu-dinh-phuong-long-bien/cho-48m-1pn-1pk-full-do-gia-chi-4-3-tr-th-lh-pr44822840,https://zalo.me/6Mk7tAAP9FmlijAIDNT0ReWSN5AUO5RwEQO4RzzNs7YjkzXp6HM
Cho thuê căn hộ mini mới tinh khép kín thang máy bảo vệ 24/24,5.5,triệu/tháng,30,m²,Long Biên,Hà Nội,1,1, thường,2025-12-17,2026-01-16,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tu-dinh-phuong-long-bien/cho-can-ho-mini-moi-tinh-khep-kin-thang-may-bao-ve-24-24-pr44081597,https://zalo.me/rKjwI094OQjL-c8_SK5cK-glgV21TN_hugLtSQy4cUdMCZ632Z4
"Cho thuê phòng trọ đường Cao Trung 1 phòng mới đẹp điều hòa nóng lạnh máy giặt đầy đủ giá 2,5 triệu",2.5,triệu/tháng,25,m²,Hoài Đức,Hà Nội,1,1, thường,2025-12-16,2026-01-15,Thùy Dung,19,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-cao-trung-1-xa-duc-thuong/cho-1-moi-dep-dieu-hoa-nong-lanh-may-giat-day-du-gia-2-5-trieu-pr43094530,https://zalo.me/izKO-Q_GcET-Cs7fN7RNo8uvOr2W1WkQGwZQPgeNBwzTpI4WTng
"Cho thuê phòng trọ tầng 3 mặt đường Phúc Diễn khép kín ôtô đỗ cửa giá 2,5 triệu vào ở luôn khép kín",2.5,triệu/tháng,22,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-16,2026-01-15,Thùy Dung,19,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phuc-dien-phuong-cau-dien/cho-tang-3-mat-khep-kin-oto-do-cua-gia-2-4-trieu-ngay-1-6-vao-o-luon-pr43363855,https://zalo.me/TQfa5fvC7c3RoC-co994okYbTVZQYJM6KxXK6XJ-0_smeQrFGYs
Chính chủ cho thuê phòng trọ ngõ 324 Trịnh Văn Bô gần trường Đông Á và trường FPT giá chỉ 3 triệu.,3.3,triệu/tháng,25,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2025-12-16,2026-01-15,Thùy Dung,19,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-trinh-van-bo-phuong-xuan-phuong/chinh-chu-cho-ngo-324-gan-truong-dong-a-va-truong-fpt-gia-chi-2-5-trieu-pr43363834,https://zalo.me/luA8Ah0kS2jKusoN14QBhe4K5-SakVJ7fwTLs00LjkJ0yefClGI
"Cho thuê phòng đơn ở 1 người ngõ 3 Phạm Tuấn Tài điều hòa, nóng lạnh, máy giặt, giá 1,3 triệu/người",1.3,triệu/tháng,8,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-16,2026-01-15,Thùy Dung,21,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-pham-tuan-tai-phuong-nghia-tan-3/cho-don-o-1-nguoi-ngo-3-dieu-hoa-nong-lanh-may-giat-gia-1-3-trieu-nguoi-pr43363970,https://zalo.me/m568qElG6rtBz7Iugshr2CvYh88eJq5N05F90f-mIXBiNrIfB2o
Cho thuê phòng ngõ 8 Lê Quang Đạo studio khép kín điều hòa nóng lạnh máy giặt đầy đủ ngày 1.6 ở lun,3.6,triệu/tháng,28,m²,Nam Từ Liêm,Hà Nội,,, thường,2025-12-16,2026-01-15,Thùy Dung,21,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-quang-dao-phuong-my-dinh-1/cho-ngo-8-studio-khep-kin-dieu-hoa-nong-lanh-may-giat-day-du-ngay-1-6-o-lun-pr43096116,https://zalo.me/3mxISbtpwnO1MMVGe0sYNU_sA1CJmrsUDLB2kMjaahqXZTkxsRY
"Cho thuê phòng đơn ở 1 người ngõ 3 Phạm Tuấn Tài điều hòa, nóng lạnh, máy giặt, giá 1,3 triệu/người",1.3,triệu/tháng,8,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-16,2026-01-15,Thùy Dung,21,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-pham-tuan-tai-phuong-nghia-tan-3/cho-don-o-1-nguoi-ngo-3-dieu-hoa-nong-lanh-may-giat-gia-1-3-trieu-nguoi-pr43095780,https://zalo.me/cGwsMIQqQdILtntHnMw-nii_6APtUAv4avmblzO8JOUUpGVDNEw
"Chính chủ cho thuê phòng trọ Yên Hòa,Cầu Giấy phòng có đầy đủ tiện nghi điều hòa,nóng lạnh,máy giặt",2.9,triệu/tháng,25,m²,Cầu Giấy,Hà Nội,1,1, thường,2025-12-16,2026-01-15,Thùy Dùng,24,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-yen-hoa-phuong-quan-hoa/chinh-chu-cho-cau-giay-co-day-du-tien-nghi-dieu-nong-lanh-may-giat-pr43364108,https://zalo.me/y4CdhPm44VnNMi4wKTdQpojK5A7EFaG56Umj5NG6tcUBnEZMQaM
Cho thuê phòng trọ mặt đường 639Phúc Diễn khép kín điều hòa nóng lạnh máy giặt đầy đủ giá 2.4triệu,2.4,triệu/tháng,22,m²,Bắc Từ Liêm,Hà Nội,,, thường,2025-12-16,2026-01-15,Thùy Dùng,24,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phuc-dien-phuong-phuc-dien/cho-mat-639phuc-khep-kin-dieu-hoa-nong-lanh-may-giat-day-du-gia-2-4trieu-pr43364135,https://zalo.me/9kbtsB1kuKfxnlRX1B_i2DlGwD8D477KOYBkwOlz7ng2MzQJjOs
"Cho thuê Nhà trọ 27 Ngọc Thụy, 2,6 triệu, 22 m2, đầy đủ nội thất",2.6,triệu/tháng,22,m²,Long Biên,Hà Nội,,, thường,2025-12-16,2026-01-15,Hoàn,17,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ngoc-thuy-phuong-ngoc-thuy/cho-27-2-6-trieu-22-m2-day-du-noi-that-pr44601385,https://zalo.me/BDBuwbuL7NQfVhP_rJ9-V0n1dVd5qVpudwnM5MjYNa_OW2do21E
"CHO THUÊ PHÒNG ĐẸP ĐẦY ĐỦ TIỆN NGHI 200 ĐÊ LA THÀNH NHỎ, HÀ NỘI",3.2,triệu/tháng,15,m²,Đống Đa,Hà Nội,1,1, thường,2025-12-17,2026-01-16,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-de-la-thanh_1-phuong-lang-thuong/cho-p-day-du-tien-nghi-200-thanh-nho-ha-noi-pr44533148,https://zalo.me/RgnrXmZDGu1ZKETtpiWDPtc3gcq4JC9V67iAyfFGZH5M7_54Q-E
Khai trương nhà mới đi bộ ra Bách Kinh Xây,5.2,triệu/tháng,25,m²,Hai Bà Trưng,Hà Nội,1,1, thường,2025-12-17,2026-01-16,Hưng Bách 90Land,28,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-truong-dinh/khai-moi-di-bo-ra-bach-kinh-xay-pr44820079,https://zalo.me/E9NrL6DWHx4AIVyoHLSCNLSq1-ImKfKUXwRRHmYOYrj_jS5Bwu0
