title,price,price_unit,area,area_unit,district,city,bedroom,bathroom,news_type,posted_date,expired_date,seller,total_posts,url,zalo_url
Phòng trọ ccmn ban công thoáng 261 Phú Diễn 3tr6,3.6,triệu/tháng,25,m²,Bắc Từ Liêm,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Bùi Huy Hoàng,95,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phu-dien-phuong-phu-dien/-ccmn-ban-cong-thoang-261-3tr6-pr44961668,https://zalo.me/ie607XqzZrbiTfERJYPPmZ0Ir3_MfZIf41aYYCxJBKYdVGuoTDg
"Chung cư mini số 6 ngõ 270 Phú Diễn, Bắc Từ Liêm, Gần Đại học Tài Nguyên full đồ, thang máy, WC kk",2.3,triệu/tháng,20,m²,Bắc Từ Liêm,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Cảnh Vũ,6,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phu-dien-phuong-phu-dien/chung-cu-mini-so-6-ngo-270-bac-tu-liem-gan-dai-hoc-tai-nguyen-full-do-thang-may-wc-kk-pr43170808,https://zalo.me/pQCCImp1weVaB4E7KqjXBGB4TVyjrGumDGJNtoBYrbvJAACmEIQ
Homestay ở ghép phòng riêng cao cấp khép kín nấu ăn riêng chỉ 2 triệu/tháng/người full dịch vụ,2.0,triệu/tháng,40,m²,Hai Bà Trưng,Hà Nội,1,1, thường,2026-01-05,2026-01-23,Nguyen Thanh Dung,11,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-tran-dai-nghia-phuong-dong-tam/homestay-cao-cap-ngo-tu-do-hai-ba-trung-chi-2-trieu-thang-full-dich-vu-pr39379058,https://zalo.me/0es2H3xrcZe07vPtgyTqdeE9hOhcKaUVvr0W_B3azWd-aikln_w
"Phòng 30m2, khép kín, phơi giặt trong tầng. Khu Nguyên Xá, gần ga tàu",4.0,triệu/tháng,30,m²,Bắc Từ Liêm,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Nhậtbản Dũng,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-32-phuong-minh-khai_1/-30m2-khep-kin-phoi-giat-trong-tang-khu-nguyen-xa-gan-ga-ta-pr44962179,https://zalo.me/jn-8J7rNwpA-_jvi33-xk6QtTJrk4B65264B25GjpCtkPK9a8SA
"Cho thuê nhà trọ Dưới 5 triệu, 25m2, Gần Lotte Tây Hồ, HN",4.5,triệu/tháng,25,m²,Tây Hồ,Hà Nội,1,1, thường,2026-01-05,2026-01-20,Mạnh Biên,34,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lac-long-quan-phuong-nhat-tan-2/cho-duoi-5-trieu-25m2-gan-lotte-tay-ho-hn-pr44236579,https://zalo.me/cDz8CoZMC5UhBGZ8f-hxtVIdcbsZnN7GDXXWhknlrksF-GSAZqQ
"Hot Deal tháng 9 cho thuê căn hộ ngõ 279 Đội Cấn, nhà mới 100%, DT 35m2. LH",5.5,triệu/tháng,35,m²,Ba Đình,Hà Nội,1,1, thường,2026-01-05,2026-01-20,Trần Mạnh Biên,34,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-doi-can-phuong-lieu-giai/-hot-deal-thang-9-cho-ho-ngo-279-moi-100-dt-35m2-lh-pr44014549,https://zalo.me/TtXTUfL3XigDUtF1g4IMhWUznxPx92TSway8cyZkb5JJ-AlkQMY
Chính chủ còn 01 phòng cho thuê - nhà xây và nội thất mới tinh,4.3,triệu/tháng,35,m²,Hai Bà Trưng,Hà Nội,,, thường,2026-01-05,2026-02-04,Mr Hùng,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-khat-chan-phuong-thanh-luong/chinh-chu-con-01-cho-xay-va-noi-that-moi-tinh-pr44962528,https://zalo.me/KgEQhNDPSJaWdfWEPS6T-3-kgedoZ8pxsOeKDQG0W3IYTRN0hQU
Studio xịn xò Đường Láng - Thang máy - Full nội thất - Trống vào luôn,6.0,triệu/tháng,30,m²,Cầu Giấy,Hà Nội,,, thường,2026-01-06,2026-01-16,Đạt Trần,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lang-phuong-yen-hoa-2/studio-xin-xo-thang-may-full-noi-that-trong-vao-luon-pr44962720,https://zalo.me/l8Z7TIpfe-aHsTaGxD3gAhW5WFku4waMrEzIlv_KQyYYqfNt0ig
"Cho thuê phòng ngõ 168 Hào Nam - Cát Linh, ô tô đỗ cửa, giá 3,9 tr/th",3.9,triệu/tháng,30,m²,Đống Đa,Hà Nội,,, thường,2026-01-06,2026-01-16,Ngụy Thị Vân,7,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-hao-nam-phuong-o-cho-dua/ch-ta-4t-ng-168-cat-linh-t-d-cua-pr38300820,https://zalo.me/2_1aJBw5msYfJFcRvdfc2weVHUodHyFvnFfnT-F3dp2b9XtEeVY
"Cho thuê phòng có gác xép, phố Châu Long, Ba Đình ở lâu dài",,,16,m²,Ba Đình,Hà Nội,,, thường,2026-01-06,2026-01-16,user3918322,54,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-chau-long-phuong-truc-bach/cho-co-gac-xep-ba-dinh-o-lau-dai-pr44963393,https://zalo.me/N3pc31v0H3W24oeKNKbnlNLp2bHczIQtXj95KU3DvI8JicGXiDs
"Cho thuê nhà chung cư mini ngõ 82 Phú Kiều, Phúc Diễn, Bắc Từ Liêm, giá 3,7tr/tháng. LH 098812161",3.7,triệu/tháng,25,m²,Bắc Từ Liêm,Hà Nội,,, thường,2026-01-06,2026-01-16,Phạm Trung Lập,20,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phu-kieu-phuong-phuc-dien/cho-khep-kin-ngo-82-c-bac-tu-liem-lh-098812161-pr38971804,https://zalo.me/-q3LsTh4tdgqFD_xmfNng3s5IZsHeo8JYzxM_TaSuGQIyLweJxc
Cho thuê phòng số 1B ngõ 43 Trung Kính khép kín chỉ 3.5tr,3.5,triệu/tháng,25,m²,Cầu Giấy,Hà Nội,,, thường,2026-01-06,2026-01-15,Mai Hương,25,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-trung-kinh-phuong-yen-hoa-2/cho-so-1b-ngo-43-khep-kin-chi-3-5tr-pr44809950,https://zalo.me/fIrzRQuBzxCWlI09_d-TpQOYy53GLXUY_QeGbArQv1LezPLIGLE
"Cho thuê phòng trọ đẹp, 5,2 triệu, 40m2 tại Bằng A, Hoàng Liệt, Hoàng Mai, Hà Nội",5.2,triệu/tháng,40,m²,Hoàng Mai,Hà Nội,1,1, thường,2026-01-05,2026-01-20,Thuybds An,3,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bang-a-phuong-hoang-liet/cho-dep-5-2-trieu-40m2-ti-hong-hong-mi-h-noi-pr44589578,https://zalo.me/Ycr8fTb9IQ1VG0yk6A4su5_-x5rDphCjIcqOnAeSZG3yNhdEXpU
"Phòng trọ cao cấp đối diện trường Tiểu học Chu Văn An Hoàng Liệt - HN, gần tòa HH",4.5,triệu/tháng,35,m²,Hoàng Mai,Hà Nội,1,1, thường,2026-01-05,2026-01-20,Thuybds An,3,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bang-liet-phuong-hoang-liet/-cao-cap-doi-dien-truong-tieu-hoc-chu-van-an-hn-gan-toa-hh-pr44960227,https://zalo.me/vUSNB8_CEd2Aye0mxtxsr5bqvDbYVIASr-L5XbBby3SGzPcArmQ
"Cho thuê phòng khép kín, full nội thất, ngõ ô tô rộng thoáng có gác xép",4.0,triệu/tháng,30,m²,Hoàng Mai,Hà Nội,,, thường,2026-01-05,2026-01-20,Thuybds An,3,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bang-a-phuong-hoang-liet/cho-khep-kin-full-noi-that-ngo-o-to-rong-thoang-co-gac-xep-pr44486902,https://zalo.me/YaQmWL0PFp3NJkIOBPWMyap2c8LLi9qCGBZILocScQvgSf1rblY
"Phòng đẹp, cửa sổ rộng, full đồ, Hai Bà Trưng, gần bãi oto",4.5,triệu/tháng,28,m²,Hai Bà Trưng,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Dương Văn Tuấn,15,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-khat-chan-phuong-thanh-nhan/-dep-cua-so-rong-full-do-hai-ba-trung-gan-bai-oto-pr44957725,https://zalo.me/QH5FjkRNnA49rQ93gYIooZWlxU2E1eEb3JKefAHenONWDNTbGCs
Cho thuê phòng trọ đường Ngọc Hồi gần đường 70 gần với Bến Nước Ngầm trong khu liên kề thoáng rộng,3.9,triệu/tháng,40,m²,Thanh Trì,Hà Nội,,, thường,2026-01-05,2026-01-20,Thùy Dung,30,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-70-2-xa-ngoc-hoi-1/cho-gan-70-gan-voi-ben-nuoc-ngam-ng-khu-lien-ke-thoang-rong-pr44958006,https://zalo.me/Mp9OZfygemTraWSeuADXAqt5ACfbQ02GXemziruP-mtTLnhvdF0
Studio nhỏ xinh full đồ - Bách Kinh Xây 1km - Giải Phóng,4.7,triệu/tháng,30,m²,Đống Đa,Hà Nội,,, thường,2026-01-05,2026-01-20,Hoàng Vinh Cho Thuê Chưng Cư Hn,42,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-giai-phong-phuong-phuong-mai/studio-nho-xinh-full-do-bach-kinh-xay-1km-phong-pr44958008,https://zalo.me/Anawkf_32BSlJsJL8euz2MfuUG8ErpJFLryNdRUa572IxJcmrJE
"Hệ thống phòng trọ giá cực chất chỉ với 3 triệu, 15m2 tại 17 ngo 45 Trần Thái Tông, Cầu Giấy",3.0,triệu/tháng,15,m²,Cầu Giấy,Hà Nội,,, thường,2026-01-05,2026-01-14,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tran-thai-tong-phuong-dich-vong/he-thong-gia-cuc-chat-chi-voi-3-trieu-15m2-tai-17-ngo-45-cau-giay-pr44802827,https://zalo.me/flJOZYbwxJlfKrWcwd4F9iig-4QNUMIweTuxk3HBDV3FjjR0tFg
Chính chủ cho thuê phòng trọ khép kín full nội thất đẹp tại LK Bình Minh,5.5,triệu/tháng,25,m²,Hoài Đức,Hà Nội,1,1, thường,2026-01-05,2026-01-15,,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/chinh-chu-cho-khep-kin-full-noi-that-dep-tai-lk-binh-minh-pr43627003,https://zalo.me/4gTmKBBqUfizRetMVc-31sOYHFAt_h_2ARwKn-GmsZlFZJZZ1WE
"TingTong 51 - Homestay cho AE sinh viên - Các loại phòng 3-6 giường, 500m ra Nguyễn Trãi, Trần Phú",1.0,triệu/tháng,30,m²,Thanh Xuân,Hà Nội,,, thường,2026-01-05,2026-01-20,"Tingtong - Hệ Thống Căn Hộ, Phòng Trọ Toàn Quốc",122,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-trieu-khuc-phuong-thanh-xuan-bac/tingtong-51-homestay-cho-ae-sinh-vien-loai-1-2-3-6-giuong-500m-ra-nguyen-trai-pr40628129,https://zalo.me/Rx0dh4EsmOTOY6gFdM-_viFYJOcd2fhrzDNgh6JEK5LbBUv9CR8
"cho thuê phòng khép kín, mới xây sạch sẽ đầy đủ nội thất, gần siêu thị Aeon, trường học, chợ",4.5,triệu/tháng,40,m²,Long Biên,Hà Nội,,, thường,2026-01-05,2026-02-04,Thảo Trịnh,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-pho-tram-phuong-long-bien/cho-khep-kin-moi-xay-sach-se-day-du-noi-that-gan-sieu-thi-aeon-truong-hoc-cho-pr44958751,https://zalo.me/Gdnl7saD7Na1xguvAg7417fFDIJNeWh65exYodyBVfH4OypLQH8
Cho thuê phòng trọ đẹp ngõ 122 Đông Thiên - Vĩnh Hưng - Hoàng Mai - Hà Nội,3.0,triệu/tháng,20,m²,Hoàng Mai,Hà Nội,1,1, thường,2026-01-05,2026-01-20,Cô Yến,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dong-thien-phuong-vinh-hung-2/cho-dep-ngo-122-hoang-mai-ha-noi-pr41045321,https://zalo.me/KmQizdVWkYAPjCiQd7K0jsRo_TWFajAqPggGz0gZp8YXLE3EXAE
Cho thuê phòng mặt đường Tựu Liệt - vào ở ngay,2.0,triệu/tháng,20,m²,Thanh Trì,Hà Nội,,, thường,2026-01-05,2026-01-20,Nhung,7,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tuu-liet-thi-tran-van-dien/cho-mat-vao-o-ngay-pr44097847,https://zalo.me/XYCEqUbKMFUZEptIj5Dw1E_2CMsWn2VUmFfBfk6HPC4MIOuxSLo
Nhượng phòng Gấp. giảm ngay 500k,6.0,triệu/tháng,45,m²,Cầu Giấy,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Trang Đoan,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-pham-than-duat-phuong-mai-dich/nhuong-gap-giam-ngay-500k-pr44959205,https://zalo.me/PITkGuX9JMYpdDG8aWKMcJm16Wj_cT_xIW0aOdL8AMeVUACpsI8
"Phòng đẹp full đồ Ngõ 73 Nguyễn Lương Bằng, Đống Đa Giá 5tr",5.0,triệu/tháng,30,m²,Đống Đa,Hà Nội,,, thường,2026-01-05,2026-01-20,An Tiến,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-luong-bang-1-phuong-nam-dong/-dep-full-do-104-ngo-73-da-gia-5tr-pr44959467,https://zalo.me/5ASK0WYR1YBWJ4FNj1zFimk_sGsfzW-w5_Nb2szy51oTODzYN58
Phòng khép kín 30m2 full đồ - có ban công - ngay Cổ Nhuế,4.0,triệu/tháng,30,m²,Bắc Từ Liêm,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Phạm Ngọc Khánh,9,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-cau-noi-phuong-co-nhue-2/-khep-kin-30m-full-do-ban-ng-nhue-pr44037625,https://zalo.me/hDeESfQIETF0RpkE-uzQueAM82icjaN1FsShp_doaXbxYP_2EWY
TRUNG TÂM ĐỐNG ĐA - CHỈ 5TR CÓ NGAY STUDIO FULL ĐỒ SANG XỊN,5.0,triệu/tháng,30,m²,Đống Đa,Hà Nội,,, thường,2026-01-05,2026-01-20,An Nguyễn,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-luong-bang-1-phuong-nam-dong/trung-tam-da-chi-5tr-co-ngay-studio-full-do-sang-xin-pr44959506,https://zalo.me/20Uo8DHDrYDKuuPyBNk76bkMXEeTg7LaOF1ugE9TH6f9LZYypJk
"Phòng Studio 30m2 đường Lạc Trung gần Times City, giá 5tr9 cửa sổ ban công thoáng sáng",5.9,triệu/tháng,30,m²,Hai Bà Trưng,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Admin Comi Homes,25,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-lac-trung-phuong-vinh-tuy/-studio-30m2-duong-gan-times-city-gia-5tr9-cua-so-ban-cong-thoang-sang-pr44747280,https://zalo.me/59Y8OxRI9NKNGqu7Mc1b_P6PK14sML5mIBGApc5qu0gnVUqBXXg
"Cho thuê phòng 4tr có ban công full đồ 2 mặt ngõ thoáng tại số 9A Bằng Liệt, Hoàng Mai, Hà Nội",4.0,triệu/tháng,25,m²,Hoàng Mai,Hà Nội,,, thường,2026-01-05,2026-01-20,An Thủy,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bang-liet-phuong-hoang-liet/cho-4tr-co-ban-cong-full-do-2-mat-ngo-t-tai-so-9a-mai-ha-noi-pr44362147,https://zalo.me/31ozSnFE2P0AjFz01buqxLD0NcTvZZv8uDdd9EvhugFTMLlgIDY
Cho thuê căn hộ full nội thất cao cấp đối diện khu biệt thự Tây Nam Linh Đàm 40m2 rộng thoáng,5.2,triệu/tháng,40,m²,Hoàn Kiếm,Hà Nội,1,1, thường,2026-01-05,2026-01-20,An Thủy,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ly-nam-de-phuong-hang-ma/cho-dau-du-tien-nghi-view-phung-hung-ngo-23b-hoan-kiem-pr44097106,https://zalo.me/785QSJARo5TBaOgNFFI6L006RoJzIxiOKTwZTHJ7kQXujRTLFRM
"Phòng xinh Mễ Trì Thượng 28m2, Ban công, cửa sổ thoáng, full nội thất tại Nam Từ Liêm, Hà Nội",3.3,triệu/tháng,28,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2026-01-05,2026-02-04,CHỦ NHÀ,15,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-me-tri-prj-khu-do-thi-me-tri-thuong/-xinh-28m2-ban-cong-cua-so-thoang-full-noi-that-tai-nam-tu-liem-ha-noi-pr44932927,https://zalo.me/8Sc1NRIEucB0yv7P8I3PpEPyb8g2JLgbW7qovAFz2R1D46F1kBA
"Cho thuê trọ: Điều hòa, NL; gần Lăng Bác; giá từ 3tr; 17, ngách 24, ngõ 162 Đội Cấn",2.8,triệu/tháng,25,m²,Ba Đình,Hà Nội,1,, thường,2026-01-05,2026-01-15,Tô Minh Thịnh,16,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-doi-can-phuong-doi-can/cho-dieu-hoa-nl-gan-lang-bac-gia-tu-3tr-17-ngach-24-ngo-162-can-pr43166493,https://zalo.me/HUE9KXeZ7L1OD8q57oARMM3nm-jceuD0O2TPjbvVCTvBlxDqxe8
"Cho thuê Hami - 1: CH 2 phòng, ban công, cửa sổ, đầy đủ đồ từ 2,5tr 81/264 Ngọc Thụy. LH",2.5,triệu/tháng,30,m²,Long Biên,Hà Nội,,, thường,2026-01-05,2026-01-20,Tô Minh Thịnh,16,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-ngoc-thuy-phuong-ngoc-thuy/ccmn-hami-1-c-ho-co-2-ban-cong-cua-so-day-du-do-tu-3-5tr-81-264-lh-0913345109-pr21080136,https://zalo.me/z2nBToSLLJwWk7YP-8PjFYFYRtGDtttsG4xICS52DMLDcBO6fds
Cho thuê phòng full đồ 3 mặt thoáng tại Hoàng Ngân - Thanh Xuân giao với Láng Hạ,4.3,triệu/tháng,25,m²,Thanh Xuân,Hà Nội,1,1, thường,2026-01-05,2026-01-20,An Thủy,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-hoang-ngan-phuong-nhan-chinh/cho-full-do-khep-kin-3-mat-t-tai-thanh-xuan-giao-voi-lang-ha-pr44038455,https://zalo.me/5h0HVJRDT01u7eRfyGPNPSkfJyQhPm7P4x3cFk6JO0AjzXUg8MY
"Tìm người ở ghép giá từ 1,8tr bao trọn điện nước Vinhomes Smart City",1.8,triệu/tháng,76,m²,Nam Từ Liêm,Hà Nội,,, thường,2026-01-05,2026-02-04,Đỗ Mạnh,3,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-tay-mo-prj-vinhomes-smart-city/mini-homestay-city-pr41280158,https://zalo.me/XXuBo2lb7Am3tu_bhF_DHvHbq-KcEcEWhUFURshkTaJwRWNQb8U
"Căn hộ cho thuê 20m2, gần Đại học Đông Á và Cao đẳng FPT",2.5,triệu/tháng,20,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2026-01-05,2026-02-04,Nguyen Tien Dung,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phuong-canh-phuong-xuan-phuong/can-ho-cho-20m2-gan-dai-hoc-dong-a-va-cao-dang-fpt-pr44954881,https://zalo.me/PJUsJUBTgd7BYmF7US7vim0_-RNB2zm-iIZzhSOjZDMRFJOSFQ8
"Cho thuê phòng trọ CCMN full đồ: Gác xép, ĐH, NL, giường tủ, kệ bếp 3.8tr/th tại ngõ 401 Xuân Đỉnh",3.8,triệu/tháng,27,m²,Bắc Từ Liêm,Hà Nội,,, thường,2026-01-05,2026-01-20,Hoài Thanh,58,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-xuan-dinh-phuong-xuan-dinh/cho-ccmn-full-do-gac-xep-dh-nl-giuong-tu-ke-bep-3-8tr-th-tai-ngo-401-dinh-pr44397497,https://zalo.me/4D5DycA1PW_JEzuvEnDiqXvqZWpTnnwHMB-1M-Qszas9yWQiHyw
"Cho thuê phòng trọ CCMN full đồ: Gác xép, ĐH, NL, giường tủ, kệ bếp 3,5tr/th tại 376 Xuân Đỉnh",3.5,triệu/tháng,27,m²,Bắc Từ Liêm,Hà Nội,,, thường,2026-01-05,2026-01-15,Hoài Thanh,58,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-xuan-dinh-phuong-xuan-dinh/cho-ccmn-full-do-gac-xep-dh-nl-giuong-tu-ke-bep-3-5tr-th-tai-376-dinh-pr41277022,https://zalo.me/8iaftqkkkLinonh6Ska_PN33oeHWwUQyxSHt_Gi4pMqGUinCRvk
"Cho thuê căn hộ dịch vụ cao cấp, có ban công, full đồ, giá còn 4.xtr nhà mới xây xong 136 Quan Nhân",4.6,triệu/tháng,25,m²,Thanh Xuân,Hà Nội,1,1, thường,2026-01-05,2026-01-22,Hưng,14,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-quan-nhan-phuong-nhan-chinh/cho-can-ho-dich-vu-cao-cap-co-ban-cong-full-do-gia-con-5-x-moi-xay-xong-136-n-pr37022886,https://zalo.me/UixeYnKinszDP5rejktBZ8ltu6g9a8gYqPRlpRniSFcYEMnxe3k
Khu chung cư khu đô thị Thanh Hà Cienco 5,2.0,triệu/tháng,20,m²,Hà Đông,Hà Nội,,, thường,2026-01-05,2026-01-15,Vũ Hùng Phú,2,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/-chung-cu-cenco-5-pr44794156,https://zalo.me/oMfsiar1DPLUrlErykYwlDZGd0iEoxA86EMgF52-xQrMw3QHFTQ
Chủ cho thuê phòng mới đẹp DT 30m2 LK2 số16 CT6 Xala Hà Đông gần viện 103 và viện k3 giá sinh viên,3.7,triệu/tháng,30,m²,Hà Đông,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Tân Hưng,6,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/chu-cho-dep-dt-30m2-lk2-so16-ct6-xala-ha-dong-gan-vien-103-va-vien-k3-gia-sinh-vien-pr38853191,https://zalo.me/LLHdyBjKYJZQOpLza-Bf_evm5raEH1rM0QJX-1aqzSv81h9SsZk
"CHO THUÊ PHÒNG TẦNG 1 RỘNG RÃI, TIỆN NGHI. KHU TẬP THỂ QUÂN ĐỘI- LẠC LONG QUÂN",6.2,triệu/tháng,40,m²,Tây Hồ,Hà Nội,,, thường,2026-01-05,2026-01-20,Kim Thúy,,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lac-long-quan-phuong-phu-thuong-1/cho-tang-1-rong-rai-tien-nghi-khu-tap-the-doi-pr44219198,https://zalo.me/nFhxMY1LuZIJ8qp1x6YD01im_6jWKJlwyh8ipZLx1D-Kf6NNIwM
"Ở ngay viện K3, viện 103 phòng mới tinh có ban công và cửa to nhìn ra đường phố giá sinh viên",,,32,m²,Hà Đông,Hà Nội,,, thường,2026-01-05,2026-01-15,Tân Hưng,6,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-phung-hung-1-phuong-kien-hung-prj-khu-do-thi-moi-xa-la/o-ngay-vien-k3-vien-103-tinh-co-ban-cong-va-cua-to-nhin-ra-duong-gia-sinh-vien-pr38974278,https://zalo.me/TEJgtzmQq7dwZTvPwq9bauWqsuDOR_F35--j3NV91xGG4EwRzPc
"Cho thuê phòng full đồ ngõ 180 Tây Mỗ, thang máy, ngay gần Vinsmart Tây Mỗ, ô tô đỗ cách nhà 30m",3.8,triệu/tháng,25,m²,Nam Từ Liêm,Hà Nội,1,1, thường,2026-01-05,2026-01-15,Anh Tuấn,51,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-tay-mo-phuong-tay-mo/chinh-chu-cho-can-ho-ful-do-tai-chi-3-4-trieu-o-to-do-cua-thang-may-pr43241798,https://zalo.me/21SxeIz3mtmUKqW08T45BrHPkfm0QHsxdeA1w9NZznhouLwJp3g
"Chính chủ cho thuê phòng 1 ngủ 1 khách, THOÁNG, NHÀ MỚI, MỄ TRÌ THƯỢNG - ngay sát Khách sạn MARRIOT",5.5,triệu/tháng,40,m²,Nam Từ Liêm,Hà Nội,,, thường,2026-01-05,2026-01-15,Anh Tuấn,51,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-me-tri-thuong-phuong-me-tri/chinh-chu-cho-1-ngu-1-khach-thoang-moi-ngay-sat-khach-san-marriot-pr44710283,https://zalo.me/bL0Qz1apWr-romeZgNH7qv5E3ad9T0brrALbY_uOsRUJPzLEbPc
Bằng Liệt Cho thuê phòng khép kín mặt ngõ ô tô rộng thoáng có gác xép,4.0,triệu/tháng,30,m²,Hoàng Mai,Hà Nội,1,, thường,2026-01-05,2026-01-20,An Thủy,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bang-a-phuong-hoang-liet/-cho-khep-kin-mat-ngo-o-to-rong-thoang-co-gac-xep-pr44589289,https://zalo.me/DzU73DZL9-SnoPkIsaUCFWiAh78QlQA_8tkvjYtkWP7UTUMT7G0
"Cho thuê phòng full đồ, BAN CÔNG ngõ Ô TÔ 9A ngõ 89/19 Bằng Liệt gần HH",4.0,triệu/tháng,25,m²,Hoàng Mai,Hà Nội,,, thường,2026-01-05,2026-01-20,An Thủy,18,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bang-liet-phuong-hoang-liet/cho-9a-ngo-89-co-ban-cong-wc-khep-kin-mat-ngo-o-to-rong-thoang-pr44596429,https://zalo.me/ybxZE5Io6qapOcJmeSnvTQCRufB4HZRRafg82UMzdC-pg6kT3HQ
"Do có bạn vừa chuyển công tác Hồ Chí Minh, mình còn 1 phòng duy nhất cần cho thuê (Như hình ảnh)",4.2,triệu/tháng,30,m²,Nam Từ Liêm,Hà Nội,,, thường,2026-01-04,2026-02-03,Nguyễn Võ Thao,2,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-do-duc-duc-phuong-me-tri/-co-ban-vua-chuyen-cong-tac-ho-chi-minh-minh-con-1-duy-nhat-can-cho-nhu-hinh-anh-pr44582850,https://zalo.me/Ug6tJxGtKXG3DygtRT-7fq7ULE0NHQVDs_PTLfu4DAo6Yg2qCmM
Chính chủ cho thuê phòng trọ tại 202 phú diễn-cạnh đại học tài nguyên môi trường,2.4,triệu/tháng,20,m²,Bắc Từ Liêm,Hà Nội,,, thường,2026-01-05,2026-01-15,Trần Quý Dũng,2,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phu-dien-phuong-phu-dien/chinh-chu-cho-tai-202-canh-dai-hoc-tai-nguyen-moi-truong-pr44364537,https://zalo.me/pDWfHILKBbyNzVU_1g4wTtieD1PaXScbT_0ilaHT1kkkOYKTbPM
